Id,App_name,Release_date,Genres,User_id,Posted,Recommend,Sentiment_analysis
107200,Space Pirates and Zombies,2011-08-15,"Action, Indie, RPG, Strategy",evcentric,2014-10-15,True,2
22230,Rock of Ages,2011-09-07,"Action, Indie, Racing, Strategy",Andraison,2015-07-31,True,0
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",Coldaniel,2015-03-22,True,2
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",tbimperator,2012-05-22,True,2
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",mintifreshbadger,2015-11-09,True,0
113200,The Binding of Isaac,2011-09-28,"Action, Adventure, Indie, RPG",OfficialShroomsy,2013-12-06,True,2
113200,The Binding of Isaac,2011-09-28,"Action, Adventure, Indie, RPG",76561197974500703,2012-06-17,True,2
113200,The Binding of Isaac,2011-09-28,"Action, Adventure, Indie, RPG",76561198047208452,2014-08-15,True,2
113400,APB Reloaded,2011-12-06,"Action, Free to Play, Massively Multiplayer",possessioniskey,2014-05-17,True,2
204030,Fable - The Lost Chapters,2011-12-19,"Action, Adventure, RPG",SALTTHEW0UND,2014-03-25,True,2
9900,Star Trek Online,2010-02-02,"Free to Play, Massively Multiplayer, RPG",AlpacaRevolution,2016-07-07,True,2
9900,Star Trek Online,2010-02-02,"Free to Play, Massively Multiplayer, RPG",76561198084123358,2015-02-07,True,2
203770,Crusader Kings II,2012-02-14,"RPG, Simulation, Strategy",76561198055790408,2013-12-06,True,2
108710,Alan Wake,2012-02-16,"Action, Adventure",doctr,2012-02-23,True,2
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",76561198081962345,2016-05-26,True,2
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",2xDelorean,2013-05-18,True,2
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",XABLAUziitu,2013-01-24,True,1
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",76561198076548816,2015-11-01,True,0
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",76561198071234254,2014-10-04,True,1
203750,Binary Domain,2012-04-27,Action,76561198065593074,2014-05-31,True,2
209100,Resident Evil: Operation Raccoon City,2012-05-18,Action,AMV72,2012-09-27,False,0
204100,Max Payne 3,2012-05-31,Action,doctr,2012-06-02,True,2
212500,The Lord of the Rings Online™,2012-06-06,"Free to Play, Massively Multiplayer, RPG",AppoGetsSuperAdmin,2015-06-26,True,1
212630,Tom Clancy's Ghost Recon: Future Soldier™,2012-06-26,Action,jjas01,2016-07-09,False,0
1840,Source Filmmaker,2012-07-10,"Animation &amp; Modeling, Video Production",76561198079770573,2015-10-14,True,1
1840,Source Filmmaker,2012-07-10,"Animation &amp; Modeling, Video Production",ohnospaghet,2014-12-17,True,2
70,Half-Life,1998-11-08,Action,Bluegills,2013-12-06,True,2
70,Half-Life,1998-11-08,Action,76561198071955492,2013-08-07,True,2
70,Half-Life,1998-11-08,Action,digfernandes,2014-07-28,True,0
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Too_1337,2015-06-15,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",IJustWantedToTalk,2015-05-06,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Barridos,2014-04-09,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",hbk1462,2014-06-25,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198057389499,2015-11-20,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",bobseagull,2014-05-07,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Bonesdontrattlethem,2014-06-20,True,0
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198105270589,2015-07-17,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",BugsyBro,2014-06-29,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198079009374,2014-06-27,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198067657905,2014-06-20,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",carouserwhite,2014-02-19,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",asdasdfsadgdfhfgjggj,2014-05-05,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198097450390,2015-12-06,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198142474106,2015-12-13,True,0
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Norf_Norf,2013-02-09,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198041840982,2013-12-21,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",OfficialSenix,2015-04-11,False,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",kelby003,2016-09-08,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198071207551,2014-06-28,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198074347537,2014-06-17,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198172099661,2015-10-30,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",ndrss,2016-04-14,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198107928649,2015-12-19,False,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198048024738,2014-01-24,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198012514677,2015-03-28,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198101576470,2013-11-29,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Yugm,2014-02-24,True,0
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198052661205,2012-05-31,True,0
4000,Garry's Mod,2006-11-29,"Indie, Simulation",ashley1222,2015-12-31,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198165512984,2015-12-06,True,2
7670,BioShock™,2007-08-21,"Action, RPG",Devmabby,2014-12-13,True,2
17480,Command & Conquer: Red Alert 3,2008-10-28,Strategy,76561198072411281,2015-01-18,True,2
2700,RollerCoaster Tycoon® 3: Platinum,2006-10-26,"Simulation, Strategy",Cabey64,2015-01-19,True,2
20900,The Witcher: Enhanced Edition Director's Cut,2008-09-16,"Action, RPG",76561198071955492,2013-07-19,True,0
13210,Unreal Tournament 3 Black,2007-11-19,Action,Bluegills,2012-12-04,True,2
6060,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,Action,76561198081496844,2014-05-16,True,0
6060,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,Action,BugsyBro,2015-12-23,True,2
6060,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,Action,degen97,2013-12-26,True,2
32370,STAR WARS™ - Knights of the Old Republic™,2003-11-19,"Adventure, RPG",regentorange,2012-07-26,True,2
38410,Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,RPG,digfernandes,2014-10-28,True,1
10180,Call of Duty®: Modern Warfare® 2,2009-11-12,Action,D00MS,2014-07-11,True,2
35420,Defence Alliance 2,2009-10-22,Action,76561198046958203,2013-12-15,True,2
22370,Fallout 3: Game of the Year Edition,2009-10-13,RPG,76561198084976671,2014-02-21,True,2
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",kinglemon1222,2012-10-13,True,0
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",dicksoutforboromir,2014-11-29,True,0
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",brocky0405,2015-09-30,True,2
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",76561198070087725,2014-02-18,True,2
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",76561198070775610,2016-02-27,True,1
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",DareTheSeal,2015-12-02,True,2
45730,Dark Void™ Zero,2010-04-12,"Action, Adventure",76561198007539695,2014-10-28,False,2
49600,Beat Hazard,2010-04-15,"Action, Casual, Indie",calypto52,2013-11-29,True,2
49600,Beat Hazard,2010-04-15,"Action, Casual, Indie",ShrikeShrikeShrikeShrikeShrike,2015-04-11,True,1
630,Alien Swarm,2010-07-19,Action,76561198027225504,2014-03-20,True,2
50130,Mafia II,2011-03-22,Action,76561198049614185,2015-08-02,True,2
42960,Victoria II,2010-08-30,Strategy,76561198097450390,2015-07-14,True,0
57300,Amnesia: The Dark Descent,2010-09-08,"Action, Adventure, Indie",Bluegills,2014-01-06,True,0
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,dicksoutforboromir,2016-06-26,True,1
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,Vladimirputinisgreatman,2015-10-08,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,76561198061456632,2015-12-23,True,0
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,76561198084976671,2014-02-25,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,76561197971532272,2014-01-13,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,76561197990557433,2015-07-30,True,1
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",76561197996741396,2013-12-01,True,2
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",76561198008551473,2014-06-23,True,1
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",Norf_Norf,2014-06-01,True,1
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",mike14476,2014-03-20,True,2
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",76561198049614185,2014-02-14,True,0
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",76561198081677554,2015-06-21,True,1
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",76561198046045640,2013-07-16,True,2
42700,Call of Duty®: Black Ops,2010-11-09,Action,aweoplopo,2014-09-11,True,2
12120,Grand Theft Auto: San Andreas,2005-06-06,Action,busternut,2014-06-22,True,2
12110,Grand Theft Auto: Vice City,2003-05-13,Action,Cosmonaut123456789,2014-09-15,True,0
9930,Test Drive Unlimited 2,2015-04-21,Racing,cripla66,2014-06-20,True,2
39120,RIFT,2013-10-24,"Free to Play, Massively Multiplayer, RPG",SupermanSocks17,2015-01-14,True,2
70000,Dino D-Day,2011-04-08,"Action, Indie",fsfs546hd,2013-11-14,True,1
70000,Dino D-Day,2011-04-08,"Action, Indie",dijakeplays,2013-12-18,True,2
620,Portal 2,2011-04-18,"Action, Adventure",C14M8S,2014-08-19,True,2
620,Portal 2,2011-04-18,"Action, Adventure",ciborg2000,2013-11-10,True,2
620,Portal 2,2011-04-18,"Action, Adventure",76561198114039731,2014-04-25,True,2
99900,Spiral Knights,2011-06-14,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",C14M8S,2014-05-09,False,2
99900,Spiral Knights,2011-06-14,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",76561198074291619,2015-10-02,True,1
99900,Spiral Knights,2011-06-14,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",BoyangBao,2013-02-08,True,2
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,Strategy,fuzzygrilz,2014-03-07,True,2
57690,Tropico 4,2011-09-01,"Simulation, Strategy",76561198074763789,2015-04-06,True,2
57690,Tropico 4,2011-09-01,"Simulation, Strategy",76561198046045640,2014-06-04,True,2
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",IchMasKung,2015-09-25,True,2
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",Norf_Norf,2014-06-01,True,1
113200,The Binding of Isaac,2011-09-28,"Action, Adventure, Indie, RPG",HoxtonPleaseDontSueMe,2014-09-18,True,2
35720,Trine 2: Complete Story,2013-06-06,"Action, Adventure, Indie",thedragon347,2013-12-29,True,2
203770,Crusader Kings II,2012-02-14,"RPG, Simulation, Strategy",76561198046094676,2013-08-31,True,1
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",76561198093381429,2015-01-08,True,2
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",C14M8S,2014-09-03,True,1
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",sirkillsalot1337,2015-08-06,True,0
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",76561198077992470,2016-07-27,True,2
204180,Waveform,2012-03-20,"Adventure, Indie, Strategy",deltalink21,2015-08-19,True,2
204100,Max Payne 3,2012-05-31,Action,76561197970931849,2014-03-12,True,0
204100,Max Payne 3,2012-05-31,Action,Devmabby,2015-05-01,True,2
17080,Tribes: Ascend,2012-06-27,"Action, Free to Play",SmeshDoge,2015-10-14,True,2
1840,Source Filmmaker,2012-07-10,"Animation &amp; Modeling, Video Production",Butteryyy,2013-12-11,True,2
1840,Source Filmmaker,2012-07-10,"Animation &amp; Modeling, Video Production",chicken_tonight,2015-09-30,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198056288026,2016-08-05,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Mr_Doge,2014-05-10,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",EternumHD,2014-04-23,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198047208774,2015-04-29,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",izumireina,2015-11-03,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Fluphy_,2013-11-27,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198162487321,2016-02-13,True,0
4000,Garry's Mod,2006-11-29,"Indie, Simulation",Frankaloons,2014-07-28,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561197995338574,2012-11-09,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198066916378,2013-12-27,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",FunkMeister1,2011-06-22,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",sunnnnnnnnnnnny,2014-03-14,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",greyson_4450,2016-02-24,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198138586856,2016-01-24,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",TheWaterGod,2014-11-01,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198080881484,2014-02-03,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",DANKESTMEMEMACHINEEVER,2015-01-12,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198066734993,2014-09-09,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",HeliDash,2013-06-24,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198123074348,2014-12-06,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",DazzaPlays,2014-01-13,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",poopeepeepoo,2014-03-18,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",pudjapu,2014-01-09,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198087871638,2013-06-15,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198223442840,2015-08-21,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",ias19112000,2013-12-09,True,1
4000,Garry's Mod,2006-11-29,"Indie, Simulation",ITCGaming101,2016-03-01,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",yodadda,2013-11-30,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",76561198047273546,2014-10-06,True,2
4000,Garry's Mod,2006-11-29,"Indie, Simulation",ironcass,2016-08-08,True,1
2280,Ultimate Doom,1995-04-30,Action,IDGam3r,2015-03-19,True,2
7670,BioShock™,2007-08-21,"Action, RPG",FeatInk,2014-08-22,True,2
7670,BioShock™,2007-08-21,"Action, RPG",76561198095214263,2014-01-18,True,0
13250,Unreal Gold,1998-04-30,Action,idsoftwaresquake,2015-10-09,True,2
20510,S.T.A.L.K.E.R.: Clear Sky,2008-09-15,"Action, RPG",eljefe2171,2016-07-29,True,0
17300,Crysis,2007-11-13,Action,idsoftwaresquake,2016-06-02,True,0
9480,Saints Row 2,2009-01-28,Action,EnderRay10420,2014-07-09,True,1
9480,Saints Row 2,2009-01-28,Action,ysarge,2014-02-15,False,2
10150,Prototype™,2009-06-10,"Action, Adventure",MysticZemo,2015-04-05,True,0
10150,Prototype™,2009-06-10,"Action, Adventure",ghostlybug22,2014-05-09,True,2
22340,Call of Cthulhu®: Dark Corners of the Earth,2006-04-26,"Horror, Lovecraftian, Survival Horror, First-Person, Based On A Novel, FPS, Adventure, Atmospheric, Stealth, Singleplayer, Story Rich, Action, Classic, Survival, Shooter, Difficult, Gore, Dark",eljefe2171,2016-09-09,True,2
6060,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,Action,76561198066916378,2014-05-03,True,2
6060,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,Action,anthonyrocks65,2015-06-17,True,2
13570,Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,Action,pon2543007,2014-03-03,True,1
13570,Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,Action,FunkMeister1,2010-12-12,True,2
41800,Gratuitous Space Battles,2009-11-16,"Indie, Simulation, Strategy",macey_moo,2015-09-27,True,2
22370,Fallout 3: Game of the Year Edition,2009-10-13,RPG,epicsquid,2013-12-21,True,2
22370,Fallout 3: Game of the Year Edition,2009-10-13,RPG,76561198088472271,2016-01-17,True,1
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",76561198080980901,2015-01-05,True,0
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",76561198038840599,2015-06-22,True,2
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",rockethaul,2014-07-06,True,2
48700,Mount & Blade: Warband,2010-03-31,"Action, RPG",TDOJ3DTDO,2014-11-17,True,0
630,Alien Swarm,2010-07-19,Action,76561198057119793,2014-02-02,True,2
50130,Mafia II,2011-03-22,Action,76561198034573935,2015-07-29,True,2
50130,Mafia II,2011-03-22,Action,IDGam3r,2014-09-29,True,2
48800,Ship Simulator Extremes,2010-08-27,Simulation,76561198034573935,2015-10-02,False,2
70300,VVVVVV,2010-09-07,"Action, Indie",76561198048230501,2015-06-15,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,vitoprofile,2014-03-06,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,SuccForCancer,2014-07-01,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,76561198170217862,2015-06-13,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,Mrawes0m3,2014-12-13,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,Halio99,2015-08-13,True,2
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,Issekara,2016-08-09,True,1
8930,Sid Meier's Civilization® V,2010-09-21,Strategy,76561198047273546,2014-10-06,True,2
22380,Fallout: New Vegas,2010-10-19,"Action, RPG",76561198059990081,2014-08-15,True,2
42700,Call of Duty®: Black Ops,2010-11-09,Action,IDGam3r,2014-09-29,True,2
12110,Grand Theft Auto: Vice City,2003-05-13,Action,halofreak61,2015-11-06,True,2
70000,Dino D-Day,2011-04-08,"Action, Indie",76561198299095634,2016-06-07,True,2
620,Portal 2,2011-04-18,"Action, Adventure",FunkMeister1,2011-04-22,True,2
620,Portal 2,2011-04-18,"Action, Adventure",Glenbluey,2016-04-09,True,2
620,Portal 2,2011-04-18,"Action, Adventure",76561198138586856,2016-09-18,True,2
620,Portal 2,2011-04-18,"Action, Adventure",76561198062884956,2014-12-28,True,2
99900,Spiral Knights,2011-06-14,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",ironcass,2016-06-24,True,2
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",JamesDurham23JubileeRd,2015-01-05,True,1
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",pon2543007,2013-05-05,True,1
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",compuguy123,2015-08-24,True,2
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,"Action, Massively Multiplayer, Simulation",76561198078587197,2015-12-13,True,0
24200,DC Universe™ Online,2011-11-02,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",XavvPlays,2014-03-28,True,2
113400,APB Reloaded,2011-12-06,"Action, Free to Play, Massively Multiplayer",iSkulz,2015-12-19,True,2
200210,Realm of the Mad God,2012-02-20,"Action, Free to Play, Indie, Massively Multiplayer, RPG",Efreak,2013-02-19,True,2
